,same_affordance_type,same_data_type,same_enum,same_properties,weak_equal,strong_equal,src_affordance_type,src_attribute_type,dest_affordance_type,dest_attribute_type
608,True,True,True,True,True,True,property,number,property,number
609,True,True,True,True,True,True,property,number,property,number
610,True,True,True,True,True,True,property,boolean,property,boolean
611,True,True,True,True,True,True,property,boolean,property,boolean
612,True,True,True,True,True,True,property,boolean,property,boolean
613,True,True,True,True,True,True,property,boolean,property,boolean
614,True,True,True,True,True,True,property,boolean,property,boolean
615,True,True,True,True,True,True,property,number,property,number
616,True,True,True,True,True,True,property,number,property,number
617,True,True,True,True,True,True,property,number,property,number
618,True,True,True,True,True,True,property,number,property,number
619,True,True,True,True,True,True,property,number,property,number
620,True,True,True,True,True,True,property,number,property,number
621,True,True,True,True,True,True,property,number,property,number
622,True,True,True,True,True,True,property,number,property,number
623,True,True,True,True,True,True,property,number,property,number
624,True,True,True,True,True,True,property,number,property,number
625,True,True,True,True,True,True,property,number,property,number
626,True,True,True,True,True,True,property,number,property,number
627,True,True,True,True,True,True,property,number,property,number
628,True,True,True,True,True,True,property,number,property,number
629,True,True,True,True,True,True,property,number,property,number
630,True,True,True,True,True,True,property,number,property,number
631,True,True,True,True,True,True,property,number,property,number
632,True,True,True,True,True,True,property,number,property,number
633,True,True,True,True,True,True,property,number,property,number
634,True,True,True,True,True,True,property,number,property,number
635,True,True,True,True,True,True,property,number,property,number
636,True,True,True,True,True,True,property,number,property,number
637,True,True,True,True,True,True,property,number,property,number
638,True,True,True,True,True,True,property,number,property,number
639,True,True,True,True,True,True,property,number,property,number
640,True,True,True,True,True,True,property,number,property,number
641,True,True,True,True,True,True,property,number,property,number
642,True,True,True,True,True,True,property,number,property,number
643,True,True,True,True,True,True,property,number,property,number
644,True,True,True,True,True,True,property,number,property,number
645,True,True,True,True,True,True,property,boolean,property,boolean
646,True,True,True,True,True,True,property,boolean,property,boolean
647,True,True,True,True,True,True,property,boolean,property,boolean
648,True,True,True,True,True,True,property,boolean,property,boolean
649,True,True,True,True,True,True,property,boolean,property,boolean
650,True,True,True,True,True,True,property,string,property,string
651,True,True,True,True,True,True,property,string,property,string
652,True,True,True,True,True,True,property,string,property,string
653,True,True,True,True,True,True,property,string,property,string
654,True,True,True,True,True,True,property,string,property,string
655,True,True,True,True,True,True,action,null,action,null
656,True,True,True,True,True,True,action,null,action,null
657,True,True,True,True,True,True,action,null,action,null
658,True,True,True,True,True,True,action,null,action,null
659,True,True,True,True,True,True,action,null,action,null
660,True,True,True,True,True,True,action,null,action,null
661,True,True,True,True,True,True,action,null,action,null
662,True,True,True,True,True,True,action,null,action,null
663,True,True,True,True,True,True,action,null,action,null
664,True,True,True,True,True,True,action,null,action,null
665,True,True,True,True,True,True,property,boolean,property,boolean
666,True,True,True,True,True,True,property,boolean,property,boolean
667,True,True,True,True,True,True,property,boolean,property,boolean
668,True,True,True,True,True,True,property,boolean,property,boolean
669,True,True,True,True,True,True,property,boolean,property,boolean
670,True,True,True,True,True,True,property,boolean,property,boolean
671,True,True,True,True,True,True,property,boolean,property,boolean
672,True,True,True,True,True,True,property,boolean,property,boolean
673,True,True,True,True,True,True,property,boolean,property,boolean
674,True,True,True,True,True,True,property,boolean,property,boolean
675,True,True,True,True,True,True,property,number,property,number
676,True,True,True,True,True,True,property,number,property,number
677,True,True,True,True,True,True,property,number,property,number
678,True,True,True,True,True,True,property,number,property,number
679,True,True,True,True,True,True,property,number,property,number
680,True,True,True,True,True,True,property,number,property,number
681,True,True,True,True,True,True,property,number,property,number
682,True,True,True,True,True,True,property,number,property,number
683,True,True,True,True,True,True,property,number,property,number
684,True,True,True,True,True,True,property,number,property,number
685,True,True,True,True,True,True,property,boolean,property,boolean
686,True,True,True,True,True,True,property,boolean,property,boolean
687,True,True,True,True,True,True,property,boolean,property,boolean
688,True,True,True,True,True,True,property,boolean,property,boolean
689,True,True,True,True,True,True,property,boolean,property,boolean
690,True,True,True,True,True,True,property,boolean,property,boolean
691,True,True,True,True,True,True,property,boolean,property,boolean
692,True,True,True,True,True,True,property,boolean,property,boolean
693,True,True,True,True,True,True,property,boolean,property,boolean
694,True,True,True,True,True,True,property,boolean,property,boolean
695,True,True,False,True,False,False,property,string,property,string
696,True,True,True,True,True,True,property,string,property,string
697,True,True,True,True,True,True,property,string,property,string
698,True,True,True,True,True,True,property,string,property,string
699,True,True,True,True,True,True,property,string,property,string
700,True,True,True,True,True,True,property,boolean,property,boolean
701,True,True,True,True,True,True,property,boolean,property,boolean
702,True,True,True,True,True,True,property,boolean,property,boolean
703,True,True,True,True,True,True,property,boolean,property,boolean
704,True,True,True,True,True,True,property,boolean,property,boolean
705,True,True,True,True,True,True,property,number,property,number
706,True,True,True,True,True,True,property,number,property,number
707,True,True,True,True,True,True,property,number,property,number
708,True,True,True,True,True,True,property,number,property,number
709,True,True,True,True,True,True,property,number,property,number
710,True,True,True,True,True,True,property,boolean,property,boolean
711,True,True,True,True,True,True,property,boolean,property,boolean
712,True,True,True,True,True,True,property,boolean,property,boolean
713,True,True,True,True,True,True,property,boolean,property,boolean
714,True,True,True,True,True,True,property,boolean,property,boolean
715,True,True,True,True,True,True,property,boolean,property,boolean
716,True,True,True,True,True,True,property,boolean,property,boolean
717,True,True,True,True,True,True,property,boolean,property,boolean
718,True,True,True,True,True,True,property,boolean,property,boolean
719,True,True,True,True,True,True,property,boolean,property,boolean
720,True,True,True,True,True,True,property,boolean,property,boolean
721,True,True,True,True,True,True,property,boolean,property,boolean
722,True,True,True,True,True,True,property,boolean,property,boolean
723,True,True,True,True,True,True,property,boolean,property,boolean
724,True,True,True,True,True,True,property,boolean,property,boolean
725,True,True,True,True,True,True,property,boolean,property,boolean
726,True,True,True,True,True,True,property,boolean,property,boolean
727,True,True,True,True,True,True,property,boolean,property,boolean
728,True,True,True,True,True,True,property,boolean,property,boolean
729,True,True,True,True,True,True,property,boolean,property,boolean
730,True,True,True,True,True,True,property,number,property,number
731,True,True,True,True,True,True,property,number,property,number
732,True,True,True,True,True,True,property,number,property,number
733,True,True,True,True,True,True,property,number,property,number
734,True,True,True,True,True,True,property,number,property,number
735,True,True,True,True,True,True,property,number,property,number
736,True,True,True,True,True,True,property,number,property,number
737,True,True,True,True,True,True,property,number,property,number
738,True,True,True,True,True,True,property,number,property,number
739,True,True,True,True,True,True,property,number,property,number
740,True,True,True,True,True,True,property,number,property,number
741,True,True,True,True,True,True,property,number,property,number
742,True,True,True,True,True,True,property,number,property,number
743,True,True,True,True,True,True,property,number,property,number
744,True,True,True,True,True,True,property,number,property,number
745,True,True,True,True,True,True,property,number,property,number
746,True,True,True,True,True,True,property,number,property,number
747,True,True,True,True,True,True,property,number,property,number
748,True,True,True,True,True,True,property,number,property,number
749,True,True,True,True,True,True,property,number,property,number
750,True,True,True,True,True,True,property,string,property,string
751,True,True,True,True,True,True,property,string,property,string
752,True,True,True,True,True,True,property,string,property,string
753,True,True,True,True,True,True,property,string,property,string
754,True,True,True,True,True,True,property,string,property,string
755,True,True,True,True,True,True,property,string,property,string
756,True,True,True,True,True,True,property,string,property,string
757,True,True,True,True,True,True,property,string,property,string
758,True,True,True,True,True,True,property,string,property,string
759,True,True,True,True,True,True,property,string,property,string
760,True,True,True,True,True,True,property,null,property,null
761,True,True,True,True,True,True,property,null,property,null
762,True,True,True,True,True,True,property,null,property,null
763,True,True,True,True,True,True,property,null,property,null
764,True,True,True,True,True,True,property,null,property,null
765,True,True,True,True,True,True,property,boolean,property,boolean
766,True,True,True,True,True,True,property,boolean,property,boolean
767,True,True,True,True,True,True,property,boolean,property,boolean
768,True,True,True,True,True,True,property,boolean,property,boolean
769,True,True,True,True,True,True,property,boolean,property,boolean
770,True,True,True,True,True,True,property,integer,property,integer
771,True,True,True,True,True,True,property,integer,property,integer
772,True,True,True,True,True,True,property,integer,property,integer
773,True,True,True,True,True,True,property,integer,property,integer
774,True,True,True,True,True,True,property,integer,property,integer
775,True,True,True,True,True,True,property,boolean,property,boolean
776,True,True,True,True,True,True,property,boolean,property,boolean
777,True,True,True,True,True,True,property,boolean,property,boolean
778,True,True,True,True,True,True,property,boolean,property,boolean
779,True,True,True,True,True,True,property,boolean,property,boolean
780,True,True,True,True,True,True,action,null,action,null
781,True,True,True,True,True,True,action,null,action,null
782,True,True,True,True,True,True,action,null,action,null
783,True,True,True,True,True,True,action,null,action,null
784,True,True,True,True,True,True,action,null,action,null
785,True,True,True,True,True,True,action,null,action,null
786,True,True,True,True,True,True,action,null,action,null
787,True,True,True,True,True,True,action,null,action,null
788,True,True,True,True,True,True,action,null,action,null
789,True,True,True,True,True,True,action,null,action,null
790,True,True,True,True,True,True,action,null,action,null
791,True,True,True,True,True,True,action,null,action,null
792,True,True,True,True,True,True,action,null,action,null
793,True,True,True,True,True,True,action,null,action,null
794,True,True,True,True,True,True,action,null,action,null
795,True,True,True,True,True,True,property,boolean,property,boolean
796,True,True,True,True,True,True,property,boolean,property,boolean
797,True,True,True,True,True,True,property,boolean,property,boolean
798,True,True,True,True,True,True,property,boolean,property,boolean
799,True,True,True,True,True,True,property,boolean,property,boolean
800,True,True,True,True,True,True,property,boolean,property,boolean
801,True,True,True,True,True,True,property,boolean,property,boolean
802,True,True,True,True,True,True,property,boolean,property,boolean
803,True,True,True,True,True,True,property,boolean,property,boolean
804,True,True,True,True,True,True,property,boolean,property,boolean
805,True,True,True,True,True,True,action,null,action,null
806,True,True,True,True,True,True,action,null,action,null
807,True,True,True,True,True,True,action,null,action,null
808,True,True,True,True,True,True,action,null,action,null
809,True,True,True,True,True,True,action,null,action,null
810,True,True,True,True,True,True,action,null,action,null
811,True,True,True,True,True,True,action,null,action,null
812,True,True,True,True,True,True,action,null,action,null
813,True,True,True,True,True,True,action,null,action,null
814,True,True,True,True,True,True,action,null,action,null
815,True,True,True,True,True,True,action,null,action,null
816,True,True,True,True,True,True,action,null,action,null
817,True,True,True,True,True,True,action,null,action,null
818,True,True,True,True,True,True,action,null,action,null
819,True,True,True,True,True,True,action,null,action,null
820,True,True,True,True,True,True,property,object,property,object
821,True,True,True,True,True,True,property,object,property,object
822,True,True,True,True,True,True,property,object,property,object
823,True,True,True,True,True,True,property,object,property,object
824,True,True,True,True,True,True,property,object,property,object
825,True,True,True,True,True,True,action,null,action,null
826,True,True,True,True,True,True,action,null,action,null
827,True,True,True,True,True,True,action,null,action,null
828,True,True,True,True,True,True,action,null,action,null
829,True,True,True,True,True,True,action,null,action,null
830,True,True,True,True,True,True,action,null,action,null
831,True,True,True,True,True,True,action,null,action,null
832,True,True,True,True,True,True,action,null,action,null
833,True,True,True,True,True,True,action,null,action,null
834,True,True,True,True,True,True,action,null,action,null
835,True,True,True,True,True,True,action,integer,action,integer
836,True,True,True,True,True,True,action,integer,action,integer
837,True,True,True,True,True,True,action,integer,action,integer
838,True,True,True,True,True,True,action,integer,action,integer
839,True,True,True,True,True,True,action,integer,action,integer
840,True,True,True,True,True,True,action,integer,action,integer
841,True,True,True,True,True,True,action,integer,action,integer
842,True,True,True,True,True,True,action,integer,action,integer
843,True,True,True,True,True,True,action,integer,action,integer
844,True,True,True,True,True,True,action,integer,action,integer
845,True,True,True,True,True,True,property,boolean,property,boolean
846,True,True,True,True,True,True,property,boolean,property,boolean
847,True,True,True,True,True,True,property,boolean,property,boolean
848,True,True,True,True,True,True,property,boolean,property,boolean
849,True,True,True,True,True,True,property,boolean,property,boolean
850,True,True,True,True,True,True,property,integer,property,integer
851,True,True,True,True,True,True,property,integer,property,integer
852,True,True,True,True,True,True,property,integer,property,integer
853,True,True,True,True,True,True,property,integer,property,integer
854,True,True,True,True,True,True,property,integer,property,integer
855,True,True,True,True,True,True,action,null,action,null
856,True,True,True,True,True,True,action,null,action,null
857,True,True,True,True,True,True,action,null,action,null
858,True,True,True,True,True,True,action,null,action,null
859,True,True,True,True,True,True,action,null,action,null
860,True,True,True,True,True,True,action,null,action,null
861,True,True,True,True,True,True,action,null,action,null
862,True,True,True,True,True,True,action,null,action,null
863,True,True,True,True,True,True,action,null,action,null
864,True,True,True,True,True,True,action,null,action,null
865,True,True,True,True,True,True,action,null,action,null
866,True,True,True,True,True,True,action,null,action,null
867,True,True,True,True,True,True,action,null,action,null
868,True,True,True,True,True,True,action,null,action,null
869,True,True,True,True,True,True,action,null,action,null
870,True,True,True,True,True,True,action,null,action,null
871,True,True,True,True,True,True,action,null,action,null
872,True,True,True,True,True,True,action,null,action,null
873,True,True,True,True,True,True,action,null,action,null
874,True,True,True,True,True,True,action,null,action,null
875,True,True,True,True,True,True,property,boolean,property,boolean
876,True,True,True,True,True,True,property,boolean,property,boolean
877,True,True,True,True,True,True,property,boolean,property,boolean
878,True,True,True,True,True,True,property,boolean,property,boolean
879,True,True,True,True,True,True,property,boolean,property,boolean
880,True,True,True,True,True,True,property,boolean,property,boolean
881,True,True,True,True,True,True,property,boolean,property,boolean
882,True,True,True,True,True,True,property,boolean,property,boolean
883,True,True,True,True,True,True,property,boolean,property,boolean
884,True,True,True,True,True,True,property,boolean,property,boolean
885,True,True,True,True,True,True,property,boolean,property,boolean
886,True,True,True,True,True,True,property,boolean,property,boolean
887,True,True,True,True,True,True,property,boolean,property,boolean
888,True,True,True,True,True,True,property,boolean,property,boolean
889,True,True,True,True,True,True,property,boolean,property,boolean
890,True,True,True,True,True,True,action,null,action,null
891,True,True,True,True,True,True,action,null,action,null
892,True,True,True,True,True,True,action,null,action,null
893,True,True,True,True,True,True,action,null,action,null
894,True,True,True,True,True,True,action,null,action,null
895,True,True,True,True,True,True,action,null,action,null
896,True,True,True,True,True,True,action,null,action,null
897,True,True,True,True,True,True,action,null,action,null
898,True,True,True,True,True,True,action,null,action,null
899,True,True,True,True,True,True,action,null,action,null
900,True,True,True,True,True,True,action,null,action,null
901,True,True,True,True,True,True,action,null,action,null
902,True,True,True,True,True,True,action,null,action,null
903,True,True,True,True,True,True,action,null,action,null
904,True,True,True,True,True,True,action,null,action,null
905,True,True,True,True,True,True,action,null,action,null
906,True,True,True,True,True,True,action,null,action,null
907,True,True,True,True,True,True,action,null,action,null
908,True,True,True,True,True,True,action,null,action,null
909,True,True,True,True,True,True,action,null,action,null
910,True,True,True,True,True,True,property,integer,property,integer
911,True,True,True,True,True,True,property,integer,property,integer
912,True,True,True,True,True,True,property,integer,property,integer
913,True,True,True,True,True,True,property,integer,property,integer
914,True,True,True,True,True,True,property,integer,property,integer
915,True,True,True,True,True,True,property,null,property,null
916,True,True,True,True,True,True,property,null,property,null
917,True,True,True,True,True,True,property,null,property,null
918,True,True,True,True,True,True,property,null,property,null
919,True,True,True,True,True,True,property,null,property,null
920,True,True,True,True,True,True,property,string,property,string
921,True,True,True,True,True,True,property,string,property,string
922,True,True,True,True,True,True,property,string,property,string
923,True,True,True,True,True,True,property,string,property,string
924,True,True,True,True,True,True,property,string,property,string
925,True,True,True,True,True,True,event,null,event,null
926,True,True,True,True,True,True,event,null,event,null
927,True,True,True,True,True,True,event,null,event,null
928,True,True,True,True,True,True,event,null,event,null
929,True,True,True,True,True,True,event,null,event,null
930,True,True,True,True,True,True,action,null,action,null
931,True,True,True,True,True,True,action,null,action,null
932,True,True,True,True,True,True,action,null,action,null
933,True,True,True,True,True,True,action,null,action,null
934,True,True,True,True,True,True,action,null,action,null
935,True,True,True,True,True,True,action,null,action,null
936,True,True,True,True,True,True,action,null,action,null
937,True,True,True,True,True,True,action,null,action,null
938,True,True,True,True,True,True,action,null,action,null
939,True,True,True,True,True,True,action,null,action,null
940,True,True,True,True,True,True,action,null,action,null
941,True,True,True,True,True,True,action,null,action,null
942,True,True,True,True,True,True,action,null,action,null
943,True,True,True,True,True,True,action,null,action,null
944,True,True,True,True,True,True,action,null,action,null
945,True,True,True,True,True,True,property,boolean,property,boolean
946,True,True,True,True,True,True,property,boolean,property,boolean
947,True,True,True,True,True,True,property,boolean,property,boolean
948,True,True,True,True,True,True,property,boolean,property,boolean
949,True,True,True,True,True,True,property,boolean,property,boolean
950,True,True,True,True,True,True,property,string,property,string
951,True,True,True,True,True,True,property,string,property,string
952,True,True,True,True,True,True,property,string,property,string
953,True,True,True,True,True,True,property,string,property,string
954,True,True,True,True,True,True,property,string,property,string
955,True,True,True,True,True,True,property,integer,property,integer
956,True,True,True,True,True,True,property,integer,property,integer
957,True,True,True,True,True,True,property,integer,property,integer
958,True,True,True,True,True,True,property,integer,property,integer
959,True,True,True,True,True,True,property,integer,property,integer
960,True,True,True,True,True,True,action,null,action,null
961,True,True,True,True,True,True,action,null,action,null
962,True,True,True,True,True,True,action,null,action,null
963,True,True,True,True,True,True,action,null,action,null
964,True,True,True,True,True,True,action,null,action,null
965,True,True,True,True,True,True,action,null,action,null
966,True,True,True,True,True,True,action,null,action,null
967,True,True,True,True,True,True,action,null,action,null
968,True,True,True,True,True,True,action,null,action,null
969,True,True,True,True,True,True,action,null,action,null
970,True,True,True,True,True,True,action,null,action,null
971,True,True,True,True,True,True,action,null,action,null
972,True,True,True,True,True,True,action,null,action,null
973,True,True,True,True,True,True,action,null,action,null
974,True,True,True,True,True,True,action,null,action,null
975,True,True,True,True,True,True,action,integer,action,integer
976,True,True,True,True,True,True,action,integer,action,integer
977,True,True,True,True,True,True,action,integer,action,integer
978,True,True,True,True,True,True,action,integer,action,integer
979,True,True,True,True,True,True,action,integer,action,integer
980,True,True,True,True,True,True,property,boolean,property,boolean
981,True,True,True,True,True,True,property,boolean,property,boolean
982,True,True,True,True,True,True,property,boolean,property,boolean
983,True,True,True,True,True,True,property,boolean,property,boolean
984,True,True,True,True,True,True,property,boolean,property,boolean
985,True,True,True,True,True,True,property,string,property,string
986,True,True,True,True,True,True,property,string,property,string
987,True,True,True,True,True,True,property,string,property,string
988,True,True,True,True,True,True,property,string,property,string
989,True,True,True,True,True,True,property,string,property,string
990,True,True,True,True,True,True,action,null,action,null
991,True,True,True,True,True,True,action,null,action,null
992,True,True,True,True,True,True,action,null,action,null
993,True,True,True,True,True,True,action,null,action,null
994,True,True,True,True,True,True,action,null,action,null
995,True,True,True,True,True,True,action,null,action,null
996,True,True,True,True,True,True,action,null,action,null
997,True,True,True,True,True,True,action,null,action,null
998,True,True,True,True,True,True,action,null,action,null
999,True,True,True,True,True,True,action,null,action,null
1000,True,True,True,True,True,True,action,null,action,null
1001,True,True,True,True,True,True,action,null,action,null
1002,True,True,True,True,True,True,action,null,action,null
1003,True,True,True,True,True,True,action,null,action,null
1004,True,True,True,True,True,True,action,null,action,null
1005,True,True,True,True,True,True,action,null,action,null
1006,True,True,True,True,True,True,action,null,action,null
1007,True,True,True,True,True,True,action,null,action,null
1008,True,True,True,True,True,True,action,null,action,null
1009,True,True,True,True,True,True,action,null,action,null
1010,True,False,True,False,False,False,property,object,property,boolean
1011,True,False,True,False,False,False,property,object,property,boolean
1012,True,False,True,False,False,False,property,object,property,boolean
1013,True,False,True,False,False,False,property,object,property,boolean
1014,True,False,True,False,False,False,property,object,property,boolean
1015,True,True,False,True,False,False,property,string,property,string
1016,True,True,False,True,False,False,property,string,property,string
1017,True,True,False,True,False,False,property,string,property,string
1018,True,True,False,True,False,False,property,string,property,string
1019,True,True,False,True,False,False,property,string,property,string
1020,True,True,True,True,True,True,event,object,event,object
1021,True,True,True,True,True,True,event,object,event,object
1022,True,True,True,True,True,True,event,object,event,object
1023,True,True,True,True,True,True,event,object,event,object
1024,True,True,True,True,True,True,event,object,event,object
1025,True,True,True,True,True,True,action,null,action,null
1026,True,True,True,True,True,True,action,null,action,null
1027,True,True,True,True,True,True,action,null,action,null
1028,True,True,True,True,True,True,action,null,action,null
1029,True,True,True,True,True,True,action,null,action,null
1030,True,True,True,True,True,True,action,null,action,null
1031,True,True,True,True,True,True,action,null,action,null
1032,True,True,True,True,True,True,action,null,action,null
1033,True,True,True,True,True,True,action,null,action,null
1034,True,True,True,True,True,True,action,null,action,null
1035,True,True,True,True,True,True,action,null,action,null
1036,True,True,True,True,True,True,action,null,action,null
1037,True,True,True,True,True,True,action,null,action,null
1038,True,True,True,True,True,True,action,null,action,null
1039,True,True,True,True,True,True,action,null,action,null
1040,True,True,True,True,True,True,action,null,action,null
1041,True,True,True,True,True,True,action,null,action,null
1042,True,True,True,True,True,True,action,null,action,null
1043,True,True,True,True,True,True,action,null,action,null
1044,True,True,True,True,True,True,action,null,action,null
1045,True,True,True,True,True,True,action,object,action,object
1046,True,True,True,True,True,True,action,object,action,object
1047,True,True,True,True,True,True,action,object,action,object
1048,True,True,True,True,True,True,action,object,action,object
1049,True,True,True,True,True,True,action,object,action,object
1050,True,True,True,True,True,True,action,null,action,null
1051,True,True,True,True,True,True,action,null,action,null
1052,True,True,True,True,True,True,action,null,action,null
1053,True,True,True,True,True,True,action,null,action,null
1054,True,True,True,True,True,True,action,null,action,null
1055,True,True,True,True,True,True,action,null,action,null
1056,True,True,True,True,True,True,action,null,action,null
1057,True,True,True,True,True,True,action,null,action,null
1058,True,True,True,True,True,True,action,null,action,null
1059,True,True,True,True,True,True,action,null,action,null
1060,True,True,True,True,True,True,action,object,action,object
1061,True,True,True,True,True,True,action,object,action,object
1062,True,True,True,True,True,True,action,object,action,object
1063,True,True,True,True,True,True,action,object,action,object
1064,True,True,True,True,True,True,action,object,action,object
1065,True,True,True,True,True,True,action,null,action,null
1066,True,True,True,True,True,True,action,null,action,null
1067,True,True,True,True,True,True,action,null,action,null
1068,True,True,True,True,True,True,action,null,action,null
1069,True,True,True,True,True,True,action,null,action,null
1070,True,True,True,True,True,True,property,boolean,property,boolean
1071,True,True,True,True,True,True,property,boolean,property,boolean
1072,True,True,True,True,True,True,property,boolean,property,boolean
1073,True,True,True,True,True,True,property,boolean,property,boolean
1074,True,True,True,True,True,True,property,boolean,property,boolean
1075,True,True,True,True,True,True,property,integer,property,integer
1076,True,True,True,True,True,True,property,integer,property,integer
1077,True,True,True,True,True,True,property,integer,property,integer
1078,True,True,True,True,True,True,property,integer,property,integer
1079,True,True,True,True,True,True,property,integer,property,integer
1080,True,True,True,True,True,True,property,integer,property,integer
1081,True,True,True,True,True,True,property,integer,property,integer
1082,True,True,True,True,True,True,property,integer,property,integer
1083,True,True,True,True,True,True,property,integer,property,integer
1084,True,True,True,True,True,True,property,integer,property,integer
1085,True,True,True,True,True,True,action,null,action,null
1086,True,True,True,True,True,True,action,null,action,null
1087,True,True,True,True,True,True,action,null,action,null
1088,True,True,True,True,True,True,action,null,action,null
1089,True,True,True,True,True,True,action,null,action,null
1090,True,True,True,True,True,True,action,null,action,null
1091,True,True,True,True,True,True,action,null,action,null
1092,True,True,True,True,True,True,action,null,action,null
1093,True,True,True,True,True,True,action,null,action,null
1094,True,True,True,True,True,True,action,null,action,null
1095,True,True,True,True,True,True,action,null,action,null
1096,True,True,True,True,True,True,action,null,action,null
1097,True,True,True,True,True,True,action,null,action,null
1098,True,True,True,True,True,True,action,null,action,null
1099,True,True,True,True,True,True,action,null,action,null
1100,True,True,True,True,True,True,action,null,action,null
1101,True,True,True,True,True,True,action,null,action,null
1102,True,True,True,True,True,True,action,null,action,null
1103,True,True,True,True,True,True,action,null,action,null
1104,True,True,True,True,True,True,action,null,action,null
1105,True,True,True,True,True,True,property,boolean,property,boolean
1106,True,True,True,True,True,True,property,boolean,property,boolean
1107,True,True,True,True,True,True,property,boolean,property,boolean
1108,True,True,True,True,True,True,property,boolean,property,boolean
1109,True,True,True,True,True,True,property,boolean,property,boolean
1110,True,True,True,True,True,True,property,integer,property,integer
1111,True,True,True,True,True,True,property,integer,property,integer
1112,True,True,True,True,True,True,property,integer,property,integer
1113,True,True,True,True,True,True,property,integer,property,integer
1114,True,True,True,True,True,True,property,integer,property,integer
1115,True,True,True,True,True,True,action,null,action,null
1116,True,True,True,True,True,True,action,null,action,null
1117,True,True,True,True,True,True,action,null,action,null
1118,True,True,True,True,True,True,action,null,action,null
1119,True,True,True,True,True,True,action,null,action,null
1120,True,True,True,True,True,True,action,null,action,null
1121,True,True,True,True,True,True,action,null,action,null
1122,True,True,True,True,True,True,action,null,action,null
1123,True,True,True,True,True,True,action,null,action,null
1124,True,True,True,True,True,True,action,null,action,null
1125,True,True,True,True,True,True,action,null,action,null
1126,True,True,True,True,True,True,action,null,action,null
1127,True,True,True,True,True,True,action,null,action,null
1128,True,True,True,True,True,True,action,null,action,null
1129,True,True,True,True,True,True,action,null,action,null
1130,True,True,True,True,True,True,action,null,action,null
1131,True,True,True,True,True,True,action,null,action,null
1132,True,True,True,True,True,True,action,null,action,null
1133,True,True,True,True,True,True,action,null,action,null
1134,True,True,True,True,True,True,action,null,action,null
1135,True,True,True,True,True,True,property,boolean,property,boolean
1136,True,True,True,True,True,True,property,boolean,property,boolean
1137,True,True,True,True,True,True,property,boolean,property,boolean
1138,True,True,True,True,True,True,property,boolean,property,boolean
1139,True,True,True,True,True,True,property,boolean,property,boolean
1140,True,True,True,True,True,True,property,boolean,property,boolean
1141,True,True,True,True,True,True,property,boolean,property,boolean
1142,True,True,True,True,True,True,property,boolean,property,boolean
1143,True,True,True,True,True,True,property,boolean,property,boolean
1144,True,True,True,True,True,True,property,boolean,property,boolean
1145,True,True,True,True,True,True,action,null,action,null
1146,True,True,True,True,True,True,action,null,action,null
1147,True,True,True,True,True,True,action,null,action,null
1148,True,True,True,True,True,True,action,null,action,null
1149,True,True,True,True,True,True,action,null,action,null
1150,True,True,True,True,True,True,action,null,action,null
1151,True,True,True,True,True,True,action,null,action,null
1152,True,True,True,True,True,True,action,null,action,null
1153,True,True,True,True,True,True,action,null,action,null
1154,True,True,True,True,True,True,action,null,action,null
1155,False,True,True,True,True,False,action,string,property,string
1156,False,True,True,True,True,False,action,string,property,string
1157,False,True,True,True,True,False,action,string,property,string
1158,False,True,True,True,True,False,action,string,property,string
1159,False,True,True,True,True,False,action,string,property,string
1160,True,True,True,True,True,True,property,boolean,property,boolean
1161,True,True,True,True,True,True,property,boolean,property,boolean
1162,True,True,True,True,True,True,property,boolean,property,boolean
1163,True,True,True,True,True,True,property,boolean,property,boolean
1164,True,True,True,True,True,True,property,boolean,property,boolean
1165,True,True,True,True,True,True,property,boolean,property,boolean
1166,True,True,True,True,True,True,property,boolean,property,boolean
1167,True,True,True,True,True,True,property,boolean,property,boolean
1168,True,True,True,True,True,True,property,boolean,property,boolean
1169,True,True,True,True,True,True,property,boolean,property,boolean
1170,True,True,True,True,True,True,action,null,action,null
1171,True,True,True,True,True,True,action,null,action,null
1172,True,True,True,True,True,True,action,null,action,null
1173,True,True,True,True,True,True,action,null,action,null
1174,True,True,True,True,True,True,action,null,action,null
1175,True,True,True,True,True,True,action,null,action,null
1176,True,True,True,True,True,True,action,null,action,null
1177,True,True,True,True,True,True,action,null,action,null
1178,True,True,True,True,True,True,action,null,action,null
1179,True,True,True,True,True,True,action,null,action,null
1180,True,True,True,True,True,True,action,null,action,null
1181,True,True,True,True,True,True,action,null,action,null
1182,True,True,True,True,True,True,action,null,action,null
1183,True,True,True,True,True,True,action,null,action,null
1184,True,True,True,True,True,True,action,null,action,null
1185,True,True,True,True,True,True,action,null,action,null
1186,True,True,True,True,True,True,action,null,action,null
1187,True,True,True,True,True,True,action,null,action,null
1188,True,True,True,True,True,True,action,null,action,null
1189,True,True,True,True,True,True,action,null,action,null
1190,True,True,True,True,True,True,property,boolean,property,boolean
1191,True,True,True,True,True,True,property,boolean,property,boolean
1192,True,True,True,True,True,True,property,boolean,property,boolean
1193,True,True,True,True,True,True,property,boolean,property,boolean
1194,True,True,True,True,True,True,property,boolean,property,boolean
1195,True,True,True,True,True,True,action,null,action,null
1196,True,True,True,True,True,True,action,null,action,null
1197,True,True,True,True,True,True,action,null,action,null
1198,True,True,True,True,True,True,action,null,action,null
1199,True,True,True,True,True,True,action,null,action,null
1200,True,True,True,True,True,True,action,null,action,null
